_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.3575.contracts.0.amendments.2,0.releases.3575,0.releases.3575.contracts.0,0,ocds-ozzobm-000005/C/SS/2023/2024/0108000000-CP-190320241225-4p8Z3s7Wtg,2024-03-19T12:25:38Z,"UAB Novian Technologies expressed the need for amendment of the initial contract signed on 05th February 2024 on the account number. 

Both parties have agreed to amend the initial contract and correct the account number and it has been approved by tender committee on 18th March 2024. 

The corrected account number is LT947290099010593379, with the corresponding Bank being AB Citadele bankas.

","UAB Novian Technologies expressed the need for amendment of the initial contract signed on 05th February 2024 on the account number. 

Both parties have agreed to amend the initial contract and correct the account number and it has been approved by tender committee on 18th March 2024. 

The corrected account number is LT947290099010593379, with the corresponding Bank being AB Citadele bankas.

"
0.releases.3575.contracts.0.amendments.3,0.releases.3575,0.releases.3575.contracts.0,0,ocds-ozzobm-000005/C/SS/2023/2024/0108000000-CP-230420250854-9TmvWG810k,2025-04-23T08:54:03Z,"The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



","The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



"
0.releases.3575.contracts.0.amendments.4,0.releases.3575,0.releases.3575.contracts.0,0,ocds-ozzobm-000005/C/SS/2023/2024/0108000000-CP-040820251330-dsvoW0ic80,2025-08-04T13:30:52Z,"The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



","The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



"
0.releases.3577.contracts.0.amendments.0,0.releases.3577,0.releases.3577.contracts.0,0,ocds-ozzobm-000019/C/NCB/2023/2024/1804000000-CP-270120261118-h38qbGsShr,2026-01-27T11:18:40Z,"The purpose of this amendment is to extend the contract duration equivalent to One Hundred Fifty (150) days starting from 02/02/2026.

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to One Hundred Fifty (150) days starting from 02/02/2026.

Consultant is requested to update performance security to cover extended period"
0.releases.3577.contracts.0.amendments.1,0.releases.3577,0.releases.3577.contracts.0,0,ocds-ozzobm-000019/C/NCB/2023/2024/1804000000-CP-270520251335-RzvESHAVT7,2025-05-27T13:35:12Z,"The purpose of this amendment is to extend the contract duration equivalent to four months starting from 01/06/2025

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to four months starting from 01/06/2025

Consultant is requested to update performance security to cover extended period"
0.releases.3577.contracts.0.amendments.2,0.releases.3577,0.releases.3577.contracts.0,0,ocds-ozzobm-000019/C/NCB/2023/2024/1804000000-CP-100620250907-OFCv63sUoI,2025-06-10T09:07:16Z,"The purpose of this amendment is to extend the contract duration equivalent to four months starting from 01/06/2025

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to four months starting from 01/06/2025

Consultant is requested to update performance security to cover extended period"
0.releases.3577.contracts.0.amendments.3,0.releases.3577,0.releases.3577.contracts.0,0,ocds-ozzobm-000019/C/NCB/2023/2024/1804000000-CP-021020251613-n3hOEpz6WG,2025-10-02T16:13:29Z,"The purpose of this amendment is to extend the contract duration equivalent to four months starting from 02/10/2025

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to four months starting from 02/10/2025

Consultant is requested to update performance security to cover extended period"
0.releases.3577.contracts.0.amendments.4,0.releases.3577,0.releases.3577.contracts.0,0,ocds-ozzobm-000019/C/NCB/2023/2024/1804000000-CP-161020250941-5Da6At2X5v,2025-10-16T09:41:31Z,"The purpose of this amendment is to extend the contract duration equivalent to four months starting from 02/10/2025

Consultant is requested to update performance security to cover extended period","The purpose of this amendment is to extend the contract duration equivalent to four months starting from 02/10/2025

Consultant is requested to update performance security to cover extended period"
0.releases.3578.contracts.0.amendments.0,0.releases.3578,0.releases.3578.contracts.0,0,ocds-ozzobm-000001/G/NRT/2023/2024/7000000000-CP-280120261751-NRAdBj8KR5,2026-01-28T17:51:04Z,"Second Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2026 up to 01/02/2027 according to the User Department & Supplier requests and PTC's resolution all herewith attached.

Note: Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged



First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged","Second Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2026 up to 01/02/2027 according to the User Department & Supplier requests and PTC's resolution all herewith attached.

Note: Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged



First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged"
0.releases.3578.contracts.0.amendments.1,0.releases.3578,0.releases.3578.contracts.0,0,ocds-ozzobm-000001/G/NRT/2023/2024/7000000000-CP-310120251047-bgONheAqbW,2025-01-31T10:47:31Z,"First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged","First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged"
0.releases.3578.contracts.0.amendments.2,0.releases.3578,0.releases.3578.contracts.0,0,ocds-ozzobm-000001/G/NRT/2023/2024/7000000000-CP-060220251132-ShvXl24tAV,2025-02-06T11:32:04Z,"First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged","First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged"
0.releases.3578.contracts.0.amendments.3,0.releases.3578,0.releases.3578.contracts.0,0,ocds-ozzobm-000001/G/NRT/2023/2024/7000000000-CP-100220251015-DG4VT6AsTK,2025-02-10T10:15:50Z,"First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged","First Contract amendment.
 
1. This amendment has no cost implication 
2. The contract period is extended for one year, starting from 03/02/2025 up to 02/02/2026 according to the User Department & Supplier requests and ITC's resolution all herewith attached.
3. The payment of purchase order amount will be made immediately after providing the electricity units in cash powers of concerned schools.

4. Apart from that point amended above-mentioned, all other articles of the initial contract remain unchanged"
0.releases.3582.contracts.0.amendments.0,0.releases.3582,0.releases.3582.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/6200003001-CP-200120261332-W6TiYYQQ73,2026-01-20T13:32:54Z,"Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement.","Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement."
0.releases.3582.contracts.0.amendments.1,0.releases.3582,0.releases.3582.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/6200003001-CP-290120261536-0ToqPgIAjM,2026-01-29T15:36:54Z,"Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement.","Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement."
